제작자,차명,생산기간(부터),생산기간(까지),리콜개시일,리콜대수,리콜사유,시정대수,시정율(퍼센트)
폭스바겐그룹코리아 주식회사,벤테이가,2020-07-15,2022-02-07,2022-05-16,151,"생산 과정에서 뒷좌석 시트레일 멈춤장치가 제대로 설치가 안된 것이 자체 점검 과정에서 발견되었다. 이로 인해 시트가 올바르게 고정되지 않을 수 있으며, 이는 자동차 및 자동차 부품의 성능과 기준에 관한 규칙 제97조(운전자 및 승객 좌석의 설치)의 일부 규정을 준수하지 못하는 것이다",151,100
기아주식회사,EV6(CV),2021-07-12,2022-05-03,2022-05-19,18593,전자식변속제어장치(SCU) 로직 미흡으로 인해 경사로 주차 중 변속장치의 주차유지(P단)가 해제되면서 차량 전/후방 밀림,17422,93.7
현대자동차(주),GV60 (JW1),2021-10-05,2022-05-04,2022-05-19,3318,전자식변속제어장치(SCU) 로직 미흡으로 인해 경사로 주차 중 변속장치의 주차유지(P단)가 해제되면서 차량 전/후방 밀림,3032,91.38
현대자동차(주),ELECTRIFIED GV70 (JK1 EV),2022-02-11,2022-05-03,2022-05-19,594,전자식변속제어장치(SCU) 로직 미흡으로 인해 경사로 주차 중 변속장치의 주차유지(P단)가 해제되면서 차량 전/후방 밀림,531,89.39
현대자동차(주),ELECTRIFIED G80 (RG3 EV),2021-06-08,2022-05-09,2022-05-19,2232,전자식변속제어장치(SCU) 로직 미흡으로 인해 경사로 주차 중 변속장치의 주차유지(P단)가 해제되면서 차량 전/후방 밀림,2015,90.28
현대자동차(주),아이오닉5NE),2021-03-26,2022-05-09,2022-05-19,33660,전자식변속제어장치(SCU) 로직 미흡으로 인해 경사로 주차 중 변속장치의 주차유지(P단)가 해제되면서 차량 전/후방 밀림,31060,92.28
스텔란티스코리아주식회사,DS3 Crossback E-tense Electric,2020-01-20,2022-01-27,2022-08-23,98,"에어컨 공기 압축기 제조공정 중 전동 모터의 구리선 피복 처리가 제대로 되지 않을 가능성이 있습니다. 이로 인해 구리선이 에어컨 냉매 또는 수분에 노출될 경우, 시간이 지남에 따라 부식되어 저항이 증가할 수 있습니다.",71,72.45
스텔란티스코리아주식회사,Peugeot e-2008 Electric,2019-01-23,2022-03-25,2022-08-23,768,"에어컨 공기 압축기 제조공정 중 전동 모터의 구리선 피복 처리가 제대로 되지 않을 가능성이 있습니다. 이로 인해 구리선이 에어컨 냉매 또는 수분에 노출될 경우, 시간이 지남에 따라 부식되어 저항이 증가할 수 있습니다.",645,83.98
스텔란티스코리아주식회사,Peugeot e-208 Electric,2020-01-16,2022-04-14,2022-08-23,580,"에어컨 공기 압축기 제조공정 중 전동 모터의 구리선 피복 처리가 제대로 되지 않을 가능성이 있습니다. 이로 인해 구리선이 에어컨 냉매 또는 수분에 노출될 경우, 시간이 지남에 따라 부식되어 저항이 증가할 수 있습니다.",506,87.24
스텔란티스코리아주식회사,Citroen C5 Aircross 1.5 BlueHDi,2018-06-20,2020-06-16,2022-08-23,132,엔진 ECU와 자동변속기 간 신호 설정 오류가 있습니다.,101,76.52
스텔란티스코리아주식회사,Peugeot 508 SW 1.5 BlueHDi,2019-09-23,2019-09-23,2022-08-23,1,엔진 ECU와 자동변속기 간 신호 설정 오류가 있습니다.,1,100
스텔란티스코리아주식회사,Peugeot 508 1.5 BlueHDi,2018-06-20,2020-06-16,2022-08-23,114,엔진 ECU와 자동변속기 간 신호 설정 오류가 있습니다.,88,77.19
비엠더블유코리아(주),iX xDrive50,2022-06-02,2022-06-02,2022-09-02,1,"에어백 컨트롤 유닛 내 액티브 보행자 보호장치 소프트웨어 오류로 차량 속도, 주행 방향, 외부 온도를 감지하는 센서 고장 *액티브 보행자 보호장치 : 보행자와의 사고가 발생 할 경우, 차량 전면 후드를 들어올려 보행자가 받을 수 있는 충격을 감소시키는 장치",1,100
비엠더블유코리아(주),218d Active Tourer,2022-07-05,2022-07-12,2022-09-02,20,"에어백 컨트롤 유닛 내 액티브 보행자 보호장치 소프트웨어 오류로 차량 속도, 주행 방향, 외부 온도를 감지하는 센서 고장 *액티브 보행자 보호장치 : 보행자와의 사고가 발생 할 경우, 차량 전면 후드를 들어올려 보행자가 받을 수 있는 충격을 감소시키는 장치",20,100
유한회사 모토로싸,Scrambler1100,2018-03-28,2020-06-26,2021-02-01,89,배기밸브 모터 케이블이 제대로 고정되지 않아 배터리 양극 연결 배선과 간섭 될 수 있음. 배기밸브 모터 케이블과 배터리 양극 연결 배선과의 간섭으로 케이블의 피복이 벗겨지고 이로 인해 전기적인 쇼트가 발생할 수 있음. 전기적인 쇼트로 주행 중 시동이 꺼질 수 있으며 화재 발생의 가능성 있음.,61,68.54
현대자동차(주),G70(IK),2017-03-30,2019-10-28,2021-03-31,12119,HECU 모듈 내 회로 기판의 전기적 합선 (합선 원인 조사 중),11035,91.06
비엠더블유코리아(주),BMW X2 xDrive20i,2021-10-28,2021-10-28,2022-01-26,1,주차거리 제어장치가 '자동차 및 자동차부품의 성능과 기준에 관한 규칙' 제53조의2(후방보행자 안전장치)의 제2항 접근 경보음 발생장치에서 정하는 감지영역 기준을 완전히 충족시키지 못하는 것으로 확인되었습니다.,1,100
포드세일즈서비스코리아(유),2021년식 Expedition,2020-11-19,2021-10-03,2022-09-26,323,"일부 2021년식 Navigator, Expedition 차량의 와이퍼 암 내부 부품(스플라인 톱니) 제조 불량으로 차량 와이퍼가 비정상적으로 작동하거나 만약에 경우에는 차량에서 분리되어 우천 시와 같은 특정 상황에 가시성을 감소시켜 사고가 발생할 가능성이 있어 제작결함을 시정하고자 합니다. *사전 보고 일자: 2022.05.04",296,91.64
포드세일즈서비스코리아(유),2021년식 Navigator,2020-11-20,2021-10-12,2022-09-26,307,"일부 2021년식 Navigator, Expedition 차량의 와이퍼 암 내부 부품(스플라인 톱니) 제조 불량으로 차량 와이퍼가 비정상적으로 작동하거나 만약에 경우에는 차량에서 분리되어 우천 시와 같은 특정 상황에 가시성을 감소시켜 사고가 발생할 가능성이 있어 제작결함을 시정하고자 합니다. *사전 보고 일자: 2022.05.04",281,91.53
테슬라코리아 유한회사,Model 3,2022-01-07,2022-01-07,2022-03-30,1,"히트펌프가 장착된 차량에서 차량 제어장치 소프트웨어의 오류로 실내의 난방 성능이 떨어질 수 있습니다. (히트펌프가 장착된 차량에서 전자식 팽창 밸브는 컨트롤러와 통신 중단을 겪을 수 있으며, 그 후 밸브 드라이버는 밸브 회전자(로터)를 열린 방향으로 조금씩 회전시켜 재정렬을 시도할 수 있습니다. 펌웨어 2021.44에서 2021.44.30.6까지가 설치된 히트펌프 장착 차량에서 이러한 통신 중단이 발생했을 때, 차량 소프트웨어가 증발기 팽창 밸브를 닫지 않고, 차량이 깨어 있는 장기간 동안 통신 중단 및 그에 따른 열린 방향으로 재정렬이 누적되면, 의도하지 않게 증발기의 팽창 밸브가 열린 상태 일 수 있습니다. 이는 결과적으로 증발기 내부에 냉매를 가두게 되어 시스템의 활성 구성 요소에서 냉매를 고갈시킬 수 있습니다. 이러한 고갈은 특히 10C 이하의 온도에서 고장 안전(페일세이프) 모드인 압축기 정지 초래 및 실내 난방 손실을 유발할 수 있습니다.)",1,100
혼다코리아(주),CBR1000RR-R,2021-04-29,2021-05-12,2022-01-03,13,제작 공정 중 라디에이터 캡의 제조 불량으로 라디에이터 캡과 필러넥이 제대로 밀착되지 않아 라디에이터 내부 압력을 일정하게 유지할 수 없습니다. 이로 인해 라디에이터 내부 압력이 높아지면 냉각수 저장 탱크의 오버플로 튜브에서 냉각수가 분출될 수 있습니다.,11,84.62
메르세데스벤츠코리아(주),G 400 d,2019-09-17,2021-08-27,2022-03-11,201,냉각수 펌프를 제어하는 엔진 컨트롤 유닛의 소프트웨어 오류로 인해 냉각수 펌프내 진공 시스템과 냉각수 라인 사이의 실링(sealing)에 응력이 증가되어 냉각수 누수가 발생될 수 있습니다. 이러한 경우 냉각수 펌프 또는 배기 재순환 밸브의 전기 스위치 밸브에 냉각수가 유입될 수 있습니다.,198,98.51
메르세데스벤츠코리아(주),GLC 220 d 4MATIC,2021-10-05,2021-11-25,2022-03-11,80,냉각수 펌프를 제어하는 엔진 컨트롤 유닛의 소프트웨어 오류로 인해 냉각수 펌프내 진공 시스템과 냉각수 라인 사이의 실링(sealing)에 응력이 증가되어 냉각수 누수가 발생될 수 있습니다. 이러한 경우 냉각수 펌프 또는 배기 재순환 밸브의 전기 스위치 밸브에 냉각수가 유입될 수 있습니다.,78,97.5
메르세데스벤츠코리아(주),S 400 d 4MATIC,2020-11-10,2021-11-25,2022-03-11,2179,냉각수 펌프를 제어하는 엔진 컨트롤 유닛의 소프트웨어 오류로 인해 냉각수 펌프내 진공 시스템과 냉각수 라인 사이의 실링(sealing)에 응력이 증가되어 냉각수 누수가 발생될 수 있습니다. 이러한 경우 냉각수 펌프 또는 배기 재순환 밸브의 전기 스위치 밸브에 냉각수가 유입될 수 있습니다.,2167,99.45
메르세데스벤츠코리아(주),S 350 d,2020-07-15,2021-11-23,2022-03-11,2021,냉각수 펌프를 제어하는 엔진 컨트롤 유닛의 소프트웨어 오류로 인해 냉각수 펌프내 진공 시스템과 냉각수 라인 사이의 실링(sealing)에 응력이 증가되어 냉각수 누수가 발생될 수 있습니다. 이러한 경우 냉각수 펌프 또는 배기 재순환 밸브의 전기 스위치 밸브에 냉각수가 유입될 수 있습니다.,2011,99.51
메르세데스벤츠코리아(주),E 220 d 4MATIC,2020-07-16,2021-11-25,2022-03-11,5335,냉각수 펌프를 제어하는 엔진 컨트롤 유닛의 소프트웨어 오류로 인해 냉각수 펌프내 진공 시스템과 냉각수 라인 사이의 실링(sealing)에 응력이 증가되어 냉각수 누수가 발생될 수 있습니다. 이러한 경우 냉각수 펌프 또는 배기 재순환 밸브의 전기 스위치 밸브에 냉각수가 유입될 수 있습니다.,5309,99.51
메르세데스벤츠코리아(주),GLS 400 d 4MATIC,2021-09-16,2021-11-15,2022-03-11,84,냉각수 펌프를 제어하는 엔진 컨트롤 유닛의 소프트웨어 오류로 인해 냉각수 펌프내 진공 시스템과 냉각수 라인 사이의 실링(sealing)에 응력이 증가되어 냉각수 누수가 발생될 수 있습니다. 이러한 경우 냉각수 펌프 또는 배기 재순환 밸브의 전기 스위치 밸브에 냉각수가 유입될 수 있습니다.,84,100
메르세데스벤츠코리아(주),GLE 400 d 4MATIC Coupe,2021-07-28,2021-11-19,2022-03-11,183,냉각수 펌프를 제어하는 엔진 컨트롤 유닛의 소프트웨어 오류로 인해 냉각수 펌프내 진공 시스템과 냉각수 라인 사이의 실링(sealing)에 응력이 증가되어 냉각수 누수가 발생될 수 있습니다. 이러한 경우 냉각수 펌프 또는 배기 재순환 밸브의 전기 스위치 밸브에 냉각수가 유입될 수 있습니다.,183,100
메르세데스벤츠코리아(주),GLE 400 d 4MATIC,2018-07-17,2018-07-17,2022-03-11,1,냉각수 펌프를 제어하는 엔진 컨트롤 유닛의 소프트웨어 오류로 인해 냉각수 펌프내 진공 시스템과 냉각수 라인 사이의 실링(sealing)에 응력이 증가되어 냉각수 누수가 발생될 수 있습니다. 이러한 경우 냉각수 펌프 또는 배기 재순환 밸브의 전기 스위치 밸브에 냉각수가 유입될 수 있습니다.,0,
테슬라코리아 유한회사,Model Y,2020-12-09,2022-07-20,2022-11-01,14989,파워 윈도우 시스템의 소프트웨어 보정 (calibration)에 문제가 있습니다.,14624,97.56
테슬라코리아 유한회사,Model 3,2019-08-01,2022-07-18,2022-11-01,28593,파워 윈도우 시스템의 소프트웨어 보정 (calibration)에 문제가 있습니다.,26990,94.39
스텔란티스코리아주식회사,짚그랜드체로키L,2021-06-17,2021-09-14,2021-12-13,20,"주차 보조 모듈(CVPAM) 프로그램이 한국 자동차 안전기준에 부합되지 않게 제작되어 기어가 후진(R) 상태일 경우 후방카메라가 작동되어 화면에 후방이 표시되나, 사용자가 다른 방향으로 전환할 수 있는 버튼으로 누를 경우 후방 화면이 다른 화면으로 전환될 수 있습니다. 이는 자동차 및 자동차부품의 성능과 기준에 관한 규칙 제 53조의 2(후방보행자 안전장치) 및 시행세칙 별표1 65.4.2에 부합하지 않습니다. *별표1 65.4.2: 자동차의 기어 변속장치가 후진(R) 위치에 있을 때 안전장치의 작동을 중단시킬 수 있도록 하는 기능을 설치해서는 안된다.",20,100
포르쉐코리아 주식회사,타이칸,2019-02-21,2020-12-05,2021-12-24,1,뒤 차축 좌우 상부 암의 고정 나사와 너트가 규정 토크에 맞지 않게 체결되어 있을 수 있습니다.,1,100
기흥인터내셔널 유한회사,570S,2017-08-16,2017-10-12,2021-12-20,7,"에어백 분사제로 사용된 질산 암모늄 압축 가스가 습기에 민감함에도 불구하고 충분하지 못한 씰링(Sealing)으로 인하여 습한 환경 에 노출되어 수분 입자를 흡수 할 수 있습니다 장시간 이러한 환경에 노출된 경 우 압축 가스의 성능이 악화되 어 , 충돌 사고로 인한 에어백 전개 시 질산 암모늄 압축 가스가 더 빠르고 폭발적으로 연소되어 인플레이터가 파열될 가능성이 있습니다",5,71.43
포드세일즈서비스코리아(유),2013-2017년식 Explorer,2012-09-05,2017-09-30,2022-04-20,19733,"일부 2013-2017년식 Explorer 차량은 후륜 서스펜션 토 링크의 강성 부족으로 인하여 토 링크의 바깥쪽 부분에 손상이 발생될 가능성이 있는 것으로 확인되었습니다. *예정되었던 2022년 1월보다 실시 공지가 지연된 사유: 지연 사유는 리콜에 필요한 토 링크 부품의 확보였습니다. 해당 리콜은 전 세계적으로 대략 78만 5천 대의 차량이 해당되었기에 충분한 물량을 확보하는데 예상보다 긴 시간이 필요하였습니다. 2022년 2월에 미국 본사에 충분한 물량이 확보되었으며, 한국이 속해있는 지역에는 2022년 3월에서야 충분한 물량이 확보되었습니다. 그리하여 바로 초도 물량을 긴급 주문(FedEx, 약 2주 소요)으로 주문하였지만 무게로 인하여 긴급 주문이 불가하여 그다음 빠른 항공 주문(약 한 달 소요)으로 실시하였으며 3월 말에 일부 초도 물량이 한국에 도착하였고 나머지 일부 초도 물량은 4월 1일 도착 예정중에 있습니다. 위와 같은 사유들로 인하여 실시에 지연이 발생하게 되었습니다.",15415,78.12
